date,week,sku,product_category,gender,marketplace,fulfillment,color,size,list_price,discount_pct,promo_type,ad_spend,impressions,clicks,cvr,units_sold,revenue,rating,reviews,competitor_price_index,stock_on_hand,stockout_flag,holiday_flag
2024-01-04,1,LE-HOME-BEDDNG,Home,Unisex,Walmart,Seller,Green,XS,156.42,0.235,DealOfDay,18.45,4140,46,0.0375,10,1197.02,4.09,119,0.79,430,0,0
2024-01-04,1,LE-HOME-BTOWEL,Home,Unisex,TikTokShop,FBA,Khaki,XS,28.88,0.294,Coupon,18.13,4554,55,0.0394,22,448.69,4.24,255,0.71,313,0,0
2024-01-04,1,LE-OUT-M-PARKA,Outerwear,Men,TargetPlus,FBA,Navy,XS,213.91,0.113,Clearance,21.94,7760,108,0.0328,9,1707.08,4.12,364,1.074,183,0,0
2024-01-04,1,LE-OUT-W-DOWN,Outerwear,Women,Amazon,FBA,Red,XS,217.2,0.145,None,21.83,8147,104,0.0357,13,2412.93,4.15,867,0.82,301,0,0
2024-01-04,1,LE-SWIM-M-TRUNK,Swimwear,Men,Walmart,Seller,Red,L,47.25,0.245,None,22.43,3186,46,0.0397,24,856.56,4.31,300,0.715,386,0,0
2024-01-04,1,LE-SWIM-W-ONEPC,Swimwear,Women,Amazon,FBA,Gray,XL,94.4,0.324,Clearance,39.57,3247,51,0.0377,34,2169.38,4.05,758,0.72,263,0,0
2024-01-04,1,LE-UNIF-K-POLO,Uniforms,Kids,Amazon,FBA,Black,XL,18.45,0.17,None,27.13,4714,51,0.0374,24,367.42,4.22,751,0.796,421,0,0
2024-01-04,1,LE-UNIF-K-SKIRT,Uniforms,Kids,Amazon,FBA,Blue,XL,24.04,0.141,Coupon,7.25,3521,21,0.0383,19,392.54,4.23,987,0.912,369,0,0
2024-01-05,1,LE-APP-M-OXFORD,Apparel,Men,Amazon,FBA,Khaki,XS,69.78,0.256,Coupon,27.84,4692,54,0.0412,23,1194.84,4.33,829,0.759,434,0,0
2024-01-05,1,LE-APP-M-POLO,Apparel,Men,Amazon,FBA,Blue,XS,33.29,0.181,Coupon,13.58,4018,42,0.0382,52,1418.39,4.22,857,0.743,343,0,0
2024-01-05,1,LE-APP-W-CARDI,Apparel,Women,Amazon,FBA,Khaki,L,59.44,0.183,None,52.54,5691,82,0.0351,12,582.83,4.11,974,0.842,490,0,0
2024-01-05,1,LE-APP-W-CHINO,Apparel,Women,Amazon,FBA,Navy,XL,83.6,0.282,None,57.4,6401,56,0.0361,25,1501.06,4.13,789,0.726,469,0,0
2024-01-05,1,LE-FOOT-M-BOOT,Footwear,Men,Amazon,Seller,Blue,M,126.34,0.037,None,53.14,5911,63,0.034,10,1217.09,4.1,827,0.91,429,0,0
2024-01-05,1,LE-FOOT-W-SNEAK,Footwear,Women,TargetPlus,Seller,Navy,S,65.54,0.141,None,7.38,3342,41,0.0367,12,675.41,4.2,160,0.78,402,0,0
2024-01-05,1,LE-HOME-BEDDNG,Home,Unisex,Amazon,FBA,Gray,S,146.21,0.21,None,18.54,4613,47,0.0387,3,346.3,4.28,739,0.845,316,0,0
2024-01-05,1,LE-HOME-BTOWEL,Home,Unisex,Walmart,FBA,Khaki,S,31.6,0.255,None,22.48,4892,49,0.0391,26,611.94,4.28,264,0.806,465,0,0
2024-01-05,1,LE-OUT-M-PARKA,Outerwear,Men,TargetPlus,FBA,Green,XS,192.81,0.315,DealOfDay,7.83,5843,70,0.0392,17,2245.85,4.15,120,0.69,281,0,0
2024-01-05,1,LE-OUT-W-DOWN,Outerwear,Women,TargetPlus,FBA,Blue,S,235.06,0.259,None,14.7,6963,83,0.0365,18,3134.92,4.15,264,0.783,236,0,0
2024-01-05,1,LE-SWIM-M-TRUNK,Swimwear,Men,Walmart,FBA,White,XS,44.83,0.283,None,13.87,2931,45,0.036,14,449.78,4.12,212,0.623,345,0,0
2024-01-05,1,LE-SWIM-W-ONEPC,Swimwear,Women,Amazon,FBA,Navy,XS,84.51,0.408,Coupon,12.18,3018,64,0.0341,29,1451.01,3.96,798,0.6,391,0,0
2024-01-05,1,LE-UNIF-K-POLO,Uniforms,Kids,Walmart,Seller,Green,XL,16.93,0.153,Coupon,34.58,5218,49,0.0397,38,544.98,4.3,274,0.774,438,0,0
2024-01-05,1,LE-UNIF-K-SKIRT,Uniforms,Kids,TikTokShop,Seller,Green,S,25.17,0.206,Coupon,11.03,3757,38,0.0366,23,459.72,4.13,185,0.811,323,0,0
2024-01-06,1,LE-APP-M-OXFORD,Apparel,Men,Walmart,FBA,Khaki,L,67.64,0.0,None,30.55,5331,56,0.0291,7,473.48,4.09,170,1.041,322,0,0
2024-01-06,1,LE-APP-M-POLO,Apparel,Men,Walmart,Seller,Blue,M,43.79,0.294,None,14.28,4126,33,0.0354,28,865.47,4.09,21,0.797,320,0,0
2024-01-06,1,LE-APP-W-CARDI,Apparel,Women,Amazon,FBA,Gray,M,59.07,0.102,Coupon,50.0,6398,63,0.0305,17,901.74,4.1,943,1.008,238,0,0
2024-01-06,1,LE-APP-W-CHINO,Apparel,Women,TargetPlus,FBA,White,L,80.08,0.105,None,19.3,4139,47,0.0319,10,716.65,4.22,426,1.034,286,0,0
2024-01-06,1,LE-FOOT-M-BOOT,Footwear,Men,Amazon,FBA,White,M,121.08,0.076,None,20.73,4398,55,0.0346,6,671.36,4.11,741,0.85,391,0,0
2024-01-06,1,LE-FOOT-W-SNEAK,Footwear,Women,Amazon,FBA,Navy,S,71.95,0.086,None,39.74,5496,54,0.0345,12,789.16,4.11,762,0.936,449,0,0
2024-01-06,1,LE-HOME-BEDDNG,Home,Unisex,TikTokShop,FBA,Black,S,154.43,0.104,Coupon,25.69,4675,40,0.0308,3,415.17,4.12,115,0.987,406,0,0
2024-01-06,1,LE-HOME-BTOWEL,Home,Unisex,Amazon,FBA,Gray,L,28.29,0.135,DealOfDay,7.35,3286,39,0.0321,44,1076.56,4.11,582,0.951,304,0,0
2024-01-06,1,LE-OUT-M-PARKA,Outerwear,Men,Amazon,FBA,Khaki,S,203.48,0.15,None,34.59,9454,124,0.0353,15,2593.61,4.13,767,0.798,242,0,0
2024-01-06,1,LE-OUT-W-DOWN,Outerwear,Women,Amazon,FBA,Red,S,229.43,0.143,LightningDeal,113.99,12354,158,0.0349,14,2753.03,4.03,559,0.883,251,0,0
2024-01-06,1,LE-SWIM-M-TRUNK,Swimwear,Men,Amazon,FBA,White,L,50.72,0.242,LightningDeal,88.63,5003,87,0.0388,19,730.92,4.19,978,0.796,307,0,0
2024-01-06,1,LE-SWIM-W-ONEPC,Swimwear,Women,TargetPlus,Seller,Navy,XS,86.35,0.351,Coupon,20.17,3358,42,0.0361,37,2074.54,4.07,397,0.6,439,0,0
2024-01-06,1,LE-UNIF-K-POLO,Uniforms,Kids,Amazon,FBA,White,M,19.06,0.117,DealOfDay,35.99,5609,57,0.0364,49,824.64,4.08,916,0.823,336,0,0
2024-01-06,1,LE-UNIF-K-SKIRT,Uniforms,Kids,Amazon,FBA,White,S,25.2,0.158,None,30.35,5530,45,0.0367,26,551.81,4.2,786,0.923,452,0,0
2024-01-07,1,LE-APP-M-OXFORD,Apparel,Men,Amazon,FBA,Navy,XS,68.27,0.19,None,38.95,5584,59,0.0407,18,995.5,4.38,815,0.799,443,0,0
2024-01-07,1,LE-APP-M-POLO,Apparel,Men,Walmart,Seller,White,M,38.68,0.01,None,39.19,5072,41,0.0291,13,497.9,4.09,290,1.029,346,0,0
2024-01-07,1,LE-APP-W-CARDI,Apparel,Women,Amazon,FBA,Blue,XL,59.53,0.101,None,27.22,4868,47,0.0286,13,695.96,4.03,757,0.96,425,0,0
2024-01-07,1,LE-APP-W-CHINO,Apparel,Women,TikTokShop,Seller,Navy,XS,83.92,0.227,LightningDeal,30.25,5531,54,0.0401,23,1492.46,4.25,57,0.822,429,0,0
2024-01-07,1,LE-FOOT-M-BOOT,Footwear,Men,Amazon,Seller,Red,L,137.13,0.259,None,155.2,7622,92,0.0395,10,1015.54,4.3,916,0.786,382,0,0
2024-01-07,1,LE-FOOT-W-SNEAK,Footwear,Women,TikTokShop,FBA,Green,S,68.37,0.196,Clearance,37.63,5478,66,0.0402,26,1429.13,4.19,225,0.817,353,0,0
2024-01-07,1,LE-HOME-BEDDNG,Home,Unisex,Amazon,FBA,Navy,S,147.93,0.173,Clearance,100.84,6906,59,0.0387,12,1467.7,4.14,728,0.834,440,0,0
2024-01-07,1,LE-HOME-BTOWEL,Home,Unisex,Walmart,Seller,Navy,M,30.34,0.202,None,15.15,4006,42,0.036,21,508.2,4.15,145,0.909,418,0,0
2024-01-07,1,LE-OUT-M-PARKA,Outerwear,Men,Amazon,FBA,White,XL,203.66,0.203,DealOfDay,35.06,8959,116,0.0369,24,3897.41,4.08,851,0.799,207,0,0
2024-01-07,1,LE-OUT-W-DOWN,Outerwear,Women,Amazon,FBA,Black,S,214.21,0.178,LightningDeal,53.23,10277,137,0.0385,15,2640.53,4.19,739,0.785,229,0,0
2024-01-07,1,LE-SWIM-M-TRUNK,Swimwear,Men,Amazon,FBA,Gray,M,47.63,0.348,Coupon,46.03,4262,74,0.0389,31,962.37,4.2,835,0.688,390,0,0
2024-01-07,1,LE-SWIM-W-ONEPC,Swimwear,Women,Amazon,FBA,Navy,L,84.57,0.449,None,32.28,3774,61,0.0346,50,2331.46,4.03,896,0.6,432,0,0
2024-01-07,1,LE-UNIF-K-POLO,Uniforms,Kids,TargetPlus,Seller,Blue,S,19.34,0.227,Clearance,10.38,3675,25,0.0414,26,388.68,4.24,368,0.785,297,0,0
2024-01-07,1,LE-UNIF-K-SKIRT,Uniforms,Kids,Amazon,FBA,Khaki,XS,23.77,0.137,None,16.1,4056,31,0.0361,25,512.85,4.17,1004,0.836,445,0,0
2024-01-08,2,LE-APP-M-OXFORD,Apparel,Men,Amazon,FBA,Gray,L,67.18,0.199,None,75.86,6531,71,0.0352,21,1130.74,4.11,720,0.712,490,0,0
2024-01-08,2,LE-APP-M-POLO,Apparel,Men,TargetPlus,Seller,Blue,L,39.74,0.186,None,20.92,4970,40,0.0392,26,840.85,4.31,121,0.832,490,0,0
2024-01-08,2,LE-APP-W-CARDI,Apparel,Women,Amazon,FBA,Khaki,XL,57.54,0.161,Coupon,46.26,5943,67,0.0392,24,1158.19,4.27,745,0.807,481,0,0
2024-01-08,2,LE-APP-W-CHINO,Apparel,Women,Amazon,FBA,Khaki,XL,80.37,0.245,None,56.04,5718,63,0.0366,24,1455.98,4.16,785,0.836,212,0,0
2024-01-08,2,LE-FOOT-M-BOOT,Footwear,Men,Walmart,FBA,Green,XS,130.24,0.241,LightningDeal,48.34,6091,96,0.0402,18,1780.36,4.25,379,0.817,333,0,0
2024-01-08,2,LE-FOOT-W-SNEAK,Footwear,Women,Amazon,Seller,Navy,XL,67.68,0.173,None,38.97,5676,63,0.0375,10,559.67,4.23,718,0.79,633,0,0
2024-01-08,2,LE-HOME-BEDDNG,Home,Unisex,Amazon,FBA,Blue,S,137.32,0.181,Clearance,63.37,6317,60,0.0396,15,1686.82,4.17,1086,0.799,391,0,0
2024-01-08,2,LE-HOME-BTOWEL,Home,Unisex,TargetPlus,FBA,Navy,M,26.87,0.19,Coupon,13.41,3875,32,0.0394,38,826.81,4.27,70,0.748,390,0,0
2024-01-08,2,LE-OUT-M-PARKA,Outerwear,Men,Walmart,FBA,Red,S,202.94,0.025,None,12.4,6520,74,0.0295,14,2771.17,4.11,84,1.027,191,0,0
2024-01-08,2,LE-OUT-W-DOWN,Outerwear,Women,Amazon,FBA,Gray,XL,218.23,0.099,Clearance,44.19,9401,146,0.0413,19,3734.99,4.28,609,0.857,232,0,0
2024-01-08,2,LE-SWIM-M-TRUNK,Swimwear,Men,Walmart,Seller,Green,XL,46.65,0.41,LightningDeal,9.87,2060,36,0.041,27,743.21,4.24,218,0.6,418,0,0
2024-01-08,2,LE-SWIM-W-ONEPC,Swimwear,Women,TikTokShop,FBA,Khaki,M,87.6,0.195,Clearance,2.65,1436,28,0.0381,27,1903.42,4.1,227,0.809,486,0,0
2024-01-08,2,LE-UNIF-K-POLO,Uniforms,Kids,TargetPlus,Seller,Red,S,17.48,0.161,None,15.58,4077,34,0.0342,24,352.06,4.07,368,0.758,341,0,0
2024-01-08,2,LE-UNIF-K-SKIRT,Uniforms,Kids,Amazon,FBA,White,S,23.35,0.17,None,68.23,6949,62,0.036,18,348.92,4.16,611,0.868,357,0,0
2024-01-09,2,LE-APP-M-OXFORD,Apparel,Men,Amazon,FBA,Red,XL,73.46,0.042,LightningDeal,39.19,5352,73,0.0313,9,633.38,4.13,718,1.063,298,0,0
2024-01-09,2,LE-APP-M-POLO,Apparel,Men,Amazon,FBA,Navy,S,39.18,0.0,DealOfDay,39.99,5454,58,0.0327,21,822.78,4.18,915,1.113,242,0,0
2024-01-09,2,LE-APP-W-CARDI,Apparel,Women,Walmart,FBA,Gray,L,57.18,0.232,None,6.88,3280,31,0.0339,16,702.6,4.03,373,0.823,490,0,0
2024-01-09,2,LE-APP-W-CHINO,Apparel,Women,Amazon,Seller,White,M,83.01,0.017,None,47.32,5806,65,0.0309,20,1631.42,4.2,577,1.05,373,0,0
2024-01-09,2,LE-FOOT-M-BOOT,Footwear,Men,Amazon,FBA,Black,M,129.57,0.168,None,98.54,6908,77,0.0358,7,755.01,4.15,729,0.836,470,0,0
2024-01-09,2,LE-FOOT-W-SNEAK,Footwear,Women,TikTokShop,FBA,Black,XL,70.67,0.129,LightningDeal,29.14,5123,75,0.0408,21,1292.43,4.32,327,0.933,453,0,0
2024-01-09,2,LE-HOME-BEDDNG,Home,Unisex,Amazon,FBA,Blue,XL,150.17,0.133,DealOfDay,31.82,5262,60,0.0387,5,650.78,4.18,904,0.899,350,0,0
2024-01-09,2,LE-HOME-BTOWEL,Home,Unisex,Walmart,FBA,Black,XL,28.07,0.169,None,27.44,4750,38,0.0381,30,700.2,4.26,166,0.812,483,0,0
2024-01-09,2,LE-OUT-M-PARKA,Outerwear,Men,Walmart,Seller,Navy,S,191.26,0.1,None,9.11,5786,65,0.035,19,3272.02,4.13,103,0.83,176,0,0
2024-01-09,2,LE-OUT-W-DOWN,Outerwear,Women,TargetPlus,Seller,Gray,M,248.53,0.24,DealOfDay,7.47,5619,78,0.0407,15,2834.88,4.24,115,0.769,314,0,0
2024-01-09,2,LE-SWIM-M-TRUNK,Swimwear,Men,Amazon,FBA,Blue,XL,47.59,0.375,None,69.06,5028,56,0.0352,37,1100.33,4.06,725,0.628,354,0,0
2024-01-09,2,LE-SWIM-W-ONEPC,Swimwear,Women,Walmart,Seller,White,XL,88.86,0.333,Coupon,12.94,2892,56,0.0387,24,1422.79,4.19,85,0.672,334,0,0
2024-01-09,2,LE-UNIF-K-POLO,Uniforms,Kids,Amazon,FBA,Navy,L,19.19,0.025,Coupon,74.81,6379,74,0.0307,21,392.87,4.14,663,1.104,378,0,0
2024-01-09,2,LE-UNIF-K-SKIRT,Uniforms,Kids,TargetPlus,Seller,Gray,M,24.72,0.14,DealOfDay,8.47,2642,26,0.0393,16,340.31,4.2,267,0.908,434,0,0
2024-01-10,2,LE-APP-M-OXFORD,Apparel,Men,Amazon,FBA,Gray,S,70.15,0.085,Coupon,25.24,4473,45,0.0368,10,641.7,4.18,686,0.873,450,0,0
2024-01-10,2,LE-APP-M-POLO,Apparel,Men,TargetPlus,FBA,Green,S,38.07,0.255,None,27.22,5240,56,0.0364,39,1106.63,4.15,263,0.702,362,0,0
2024-01-10,2,LE-APP-W-CARDI,Apparel,Women,Amazon,FBA,Khaki,M,58.72,0.123,None,50.94,6108,62,0.0338,15,772.09,4.06,716,0.916,474,0,0
2024-01-10,2,LE-APP-W-CHINO,Apparel,Women,Amazon,FBA,White,XS,79.63,0.148,None,57.13,6235,53,0.0379,23,1560.88,4.26,801,0.894,410,0,0
2024-01-10,2,LE-FOOT-M-BOOT,Footwear,Men,TikTokShop,FBA,Navy,L,125.11,0.063,Clearance,52.4,5615,57,0.0403,10,1172.82,4.24,295,0.923,386,0,0
2024-01-10,2,LE-FOOT-W-SNEAK,Footwear,Women,Amazon,FBA,White,L,65.57,0.203,None,42.59,5808,58,0.0357,37,1933.99,4.13,892,0.807,492,0,0
2024-01-10,2,LE-HOME-BEDDNG,Home,Unisex,Amazon,FBA,Green,L,149.98,0.216,LightningDeal,64.65,6469,64,0.0396,5,588.3,4.23,703,0.868,523,0,0
2024-01-10,2,LE-HOME-BTOWEL,Home,Unisex,Amazon,FBA,Green,XS,28.17,0.047,None,41.34,5501,43,0.0331,24,644.23,4.05,690,0.907,430,0,0
2024-01-10,2,LE-OUT-M-PARKA,Outerwear,Men,Amazon,FBA,Khaki,L,199.31,0.13,Coupon,33.45,9267,118,0.0366,23,3988.95,4.16,707,0.908,141,0,0
2024-01-10,2,LE-OUT-W-DOWN,Outerwear,Women,TargetPlus,Seller,Gray,S,232.48,0.143,DealOfDay,70.73,11052,158,0.0389,11,2192.42,4.18,170,0.852,270,0,0
2024-01-10,2,LE-SWIM-M-TRUNK,Swimwear,Men,Walmart,FBA,Black,M,48.78,0.316,None,15.49,3336,56,0.0356,19,634.35,4.1,262,0.628,292,0,0
2024-01-10,2,LE-SWIM-W-ONEPC,Swimwear,Women,Amazon,FBA,White,M,89.25,0.37,None,26.69,3428,48,0.0368,34,1912.86,4.14,677,0.605,303,0,0
2024-01-10,2,LE-UNIF-K-POLO,Uniforms,Kids,TargetPlus,Seller,Blue,L,20.33,0.066,None,20.57,4633,40,0.0318,23,436.63,4.23,309,0.956,415,0,0
2024-01-10,2,LE-UNIF-K-SKIRT,Uniforms,Kids,TargetPlus,Seller,White,L,24.05,0.085,None,17.68,4453,33,0.0367,23,505.98,4.22,514,0.941,433,0,0
2024-01-11,2,LE-APP-M-OXFORD,Apparel,Men,TargetPlus,Seller,Black,XS,60.58,0.19,Coupon,18.49,4735,53,0.0382,14,686.68,4.21,217,0.684,277,0,0
2024-01-11,2,LE-APP-M-POLO,Apparel,Men,Amazon,Seller,Black,XL,41.27,0.067,LightningDeal,60.48,5583,77,0.029,26,1001.05,3.99,924,1.049,426,0,0
2024-01-11,2,LE-APP-W-CARDI,Apparel,Women,Amazon,FBA,Red,XL,63.63,0.07,None,53.7,5943,57,0.0387,18,1064.99,4.32,977,0.95,368,0,0
