timestamp,shift,line_id,machine_id,product_code,batch_id,operator_id,operator_experience,days_since_maintenance,maintenance_status,target_temp_c,actual_temp_c,humidity_percent,pressure_bar,vibration_mm_s,line_speed_units_min,window_minutes,throughput_units,defect_rate_percent,scrap_kg,downtime_minutes,energy_kwh,ambient_temp_c,quality_alert
2025-10-26T13:09:55.475814,Night,L2,L2-M5,P-ABS,B251026-727,OP-4,intermediate,18.9,ok,72.3,72.4,48.8,5.11,2.95,116.6,15,1748,1.84,38.62,4.8,60.82,26.7,False
2025-10-26T13:27:55.475814,Swing,L4,L4-M4,P-PEEK,B251026-738,OP-4,intermediate,24.4,due_soon,75.1,72.9,61.7,5.38,4.88,119.5,11,1314,2.11,18.69,5.93,54.06,28.0,False
2025-10-26T14:07:55.475814,Day,L2,L2-M2,P-PEEK,B251026-891,OP-3,novice,16.5,ok,73.5,72.8,46.2,5.1,3.52,111.4,13,1448,2.46,24.93,4.68,56.17,23.7,False
2025-10-26T14:36:55.475814,Swing,L1,L1-M3,P-PEEK,B251026-386,OP-2,intermediate,13.0,ok,75.5,75.9,36.8,5.39,3.46,116.0,10,1160,2.05,15.66,5.91,52.61,23.7,False
2025-10-26T14:48:55.475814,Night,L3,L3-M4,P-ABS,B251026-452,OP-3,novice,14.8,ok,74.7,74.3,50.5,5.5,4.06,113.6,8,908,2.88,19.68,3.94,48.05,19.9,False
2025-10-26T15:00:55.475814,Day,L4,L4-M5,P-NYLON,B251026-642,OP-5,expert,8.6,ok,74.3,75.1,59.0,5.64,3.23,127.1,8,1016,1.47,17.85,3.56,50.07,26.3,False
2025-10-26T15:00:55.475814,Swing,L1,L1-M5,P-NYLON,B251026-206,OP-3,novice,3.2,ok,75.8,75.0,31.6,5.89,2.29,99.1,13,1288,2.46,22.79,4.19,54.38,23.9,False
2025-10-26T16:48:55.475814,Day,L4,L4-M5,P-NYLON,B251026-144,OP-4,intermediate,17.6,ok,73.1,73.0,51.4,5.51,2.67,131.3,11,1444,0.98,11.13,4.69,56.14,20.8,False
2025-10-26T18:08:55.475814,Day,L3,L3-M2,P-PEEK,B251026-706,OP-4,intermediate,35.2,overdue,72.9,74.5,64.6,5.86,5.47,93.1,15,1396,2.74,23.48,8.64,55.92,26.3,True
2025-10-26T18:46:55.475814,Swing,L2,L2-M5,P-PEEK,B251026-728,OP-3,novice,22.7,ok,75.4,75.3,51.9,5.43,2.88,100.0,10,999,2.45,26.68,2.9,49.85,22.5,False
2025-10-26T19:02:55.475814,Day,L1,L1-M5,P-PP,B251026-824,OP-5,expert,20.6,ok,72.1,73.7,44.2,5.21,3.41,118.0,15,1770,0.77,11.5,2.85,61.63,27.6,False
2025-10-26T19:42:55.475814,Day,L4,L4-M6,P-PP,B251026-492,OP-2,intermediate,12.2,ok,73.0,71.4,53.1,5.47,3.32,127.5,9,1147,1.17,8.97,4.42,50.85,27.0,False
2025-10-26T19:58:55.475814,Night,L1,L1-M4,P-NYLON,B251026-692,OP-2,intermediate,11.1,ok,72.9,74.4,65.1,4.94,3.37,122.5,12,1469,2.44,32.17,4.7,57.07,22.0,False
2025-10-26T20:04:55.475814,Swing,L2,L2-M3,P-ABS,B251026-215,OP-2,intermediate,12.8,ok,72.3,73.5,39.4,5.36,3.08,110.9,15,1663,1.06,18.32,4.53,59.83,24.7,False
2025-10-26T20:19:55.475814,Day,L2,L2-M1,P-ABS,B251026-408,OP-5,expert,26.4,due_soon,73.0,76.7,56.0,5.27,3.03,119.3,10,1192,2.2,27.87,5.04,53.43,27.8,False
2025-10-26T20:28:55.475814,Swing,L3,L3-M3,P-NYLON,B251026-794,OP-3,novice,26.8,due_soon,72.1,72.5,52.2,5.63,3.56,131.6,12,1579,2.34,28.21,5.96,58.13,21.5,False
2025-10-26T20:30:55.475814,Day,L1,L1-M1,P-PP,B251026-229,OP-4,intermediate,20.9,ok,72.6,73.6,44.7,5.44,3.92,118.5,12,1422,1.04,13.08,3.11,56.0,24.6,False
2025-10-26T20:55:55.475814,Day,L2,L2-M4,P-NYLON,B251026-391,OP-5,expert,3.9,ok,73.6,75.2,50.3,5.75,3.0,120.5,9,1084,0.28,3.5,2.11,51.16,27.8,False
2025-10-26T21:20:55.475814,Swing,L1,L1-M6,P-NYLON,B251026-202,OP-4,intermediate,18.4,ok,72.1,72.9,49.6,6.18,2.82,99.7,8,797,1.68,10.44,3.8,45.77,23.1,False
2025-10-26T22:13:55.475814,Day,L3,L3-M4,P-NYLON,B251026-804,OP-4,intermediate,22.7,ok,75.4,75.9,46.0,4.96,3.17,133.9,15,2008,1.56,36.02,2.7,66.22,21.3,False
2025-10-26T22:33:55.475814,Swing,L4,L4-M1,P-NYLON,B251026-924,OP-2,intermediate,38.7,overdue,75.0,75.5,59.7,5.59,5.59,111.6,14,1562,3.42,42.7,11.42,58.91,20.5,True
2025-10-26T23:29:55.475814,Night,L4,L4-M6,P-ABS,B251026-254,OP-1,expert,34.4,overdue,73.5,72.2,47.2,4.86,4.14,121.4,14,1699,2.37,36.57,8.69,59.97,24.2,False
2025-10-27T00:04:55.475814,Night,L1,L1-M2,P-PP,B251027-796,OP-4,intermediate,3.9,ok,75.0,74.6,59.1,5.83,3.34,125.4,12,1505,2.32,38.99,5.19,57.71,27.1,False
2025-10-27T00:33:55.475814,Swing,L4,L4-M4,P-PEEK,B251027-147,OP-2,intermediate,1.6,ok,73.1,73.0,55.5,5.31,2.42,117.1,8,936,1.24,11.26,5.1,48.02,21.2,False
2025-10-27T00:38:55.475814,Night,L1,L1-M2,P-PP,B251027-322,OP-3,novice,11.6,ok,73.4,76.2,47.5,5.4,4.13,125.0,15,1874,2.91,40.28,5.99,64.14,24.0,False
2025-10-27T00:48:55.475814,Day,L1,L1-M2,P-PP,B251027-671,OP-1,expert,29.8,due_soon,73.1,72.4,59.5,5.6,4.16,129.5,8,1035,1.38,9.71,5.51,49.4,27.7,False
2025-10-27T01:13:55.475814,Swing,L1,L1-M1,P-PP,B251027-501,OP-2,intermediate,22.9,ok,74.8,74.9,53.0,5.08,3.02,127.7,10,1277,1.35,16.13,5.4,54.17,21.7,False
2025-10-27T01:24:55.475814,Day,L2,L2-M2,P-ABS,B251027-601,OP-5,expert,9.1,ok,74.7,74.1,46.8,5.73,3.53,130.8,11,1439,0.8,9.52,3.2,56.47,22.4,False
2025-10-27T01:56:55.475814,Day,L3,L3-M5,P-PP,B251027-856,OP-5,expert,14.1,ok,75.7,72.4,45.0,5.57,2.99,140.7,11,1548,0.98,13.8,2.8,57.6,28.9,False
2025-10-27T02:36:55.475814,Swing,L1,L1-M6,P-ABS,B251027-438,OP-5,expert,22.2,ok,74.8,79.6,49.3,5.45,3.34,113.5,9,1021,2.29,20.21,3.04,51.69,24.5,False
2025-10-27T04:43:55.475814,Swing,L1,L1-M1,P-NYLON,B251027-358,OP-1,expert,34.1,overdue,72.9,73.2,51.3,4.86,4.87,102.0,9,918,1.85,18.9,10.43,47.79,31.3,False
2025-10-27T04:53:55.475814,Day,L4,L4-M1,P-ABS,B251027-617,OP-5,expert,13.5,ok,72.6,72.4,38.4,5.38,2.5,132.4,10,1323,0.47,6.45,2.76,54.02,25.2,False
2025-10-27T04:55:55.475814,Night,L3,L3-M2,P-PEEK,B251027-244,OP-2,intermediate,36.7,overdue,73.8,73.0,48.1,5.23,4.66,111.0,10,1110,2.64,27.77,10.38,50.79,23.9,False
2025-10-27T05:16:55.475814,Swing,L4,L4-M2,P-PP,B251027-209,OP-3,novice,12.8,ok,74.2,75.2,56.5,5.67,2.69,108.7,13,1412,2.17,35.39,4.12,56.41,27.3,False
2025-10-27T06:06:55.475814,Night,L3,L3-M3,P-ABS,B251027-430,OP-1,expert,20.5,ok,72.4,73.5,56.7,4.97,3.62,112.7,9,1014,1.44,15.35,4.9,49.47,26.0,False
2025-10-27T07:23:55.475814,Swing,L2,L2-M6,P-PP,B251027-381,OP-2,intermediate,20.3,ok,73.5,72.8,46.0,5.25,3.38,120.6,9,1085,1.73,11.37,2.3,50.36,22.1,False
2025-10-27T07:30:55.475814,Swing,L4,L4-M4,P-PEEK,B251027-241,OP-2,intermediate,27.1,due_soon,74.6,75.5,53.5,5.06,4.22,96.7,9,870,2.36,12.93,5.49,47.85,22.3,False
2025-10-27T07:41:55.475814,Night,L1,L1-M2,P-PEEK,B251027-619,OP-5,expert,16.3,ok,73.5,73.6,48.5,5.39,2.35,117.4,12,1409,1.26,13.49,5.18,55.79,22.9,False
2025-10-27T08:30:55.475814,Swing,L2,L2-M6,P-NYLON,B251027-435,OP-4,intermediate,6.1,ok,73.2,70.6,49.8,5.75,2.58,127.8,12,1533,1.41,17.18,3.32,56.77,22.8,False
2025-10-27T09:37:55.475814,Swing,L2,L2-M6,P-PEEK,B251027-435,OP-1,expert,15.1,ok,74.7,81.1,37.7,5.51,3.8,127.0,12,1523,3.04,30.1,5.84,60.27,22.5,True
2025-10-27T09:46:55.475814,Day,L1,L1-M2,P-PEEK,B251027-982,OP-2,intermediate,39.5,overdue,72.1,72.4,44.9,5.54,5.6,115.2,12,1381,2.46,36.13,10.66,54.94,25.3,True
2025-10-27T09:54:55.475814,Swing,L4,L4-M6,P-PP,B251027-776,OP-3,novice,20.9,ok,73.3,74.5,38.0,5.46,3.44,113.3,9,1020,2.13,19.61,4.35,49.89,21.5,False
2025-10-27T10:51:55.475814,Swing,L4,L4-M2,P-ABS,B251027-952,OP-2,intermediate,4.5,ok,72.3,73.8,51.8,5.47,3.31,129.1,15,1937,1.11,22.28,3.71,64.32,27.0,False
2025-10-27T11:34:55.475814,Swing,L3,L3-M2,P-PEEK,B251027-401,OP-1,expert,33.9,overdue,75.6,75.2,45.5,5.03,4.72,102.8,9,925,2.08,14.4,8.21,48.64,27.8,False
2025-10-27T11:45:55.475814,Day,L2,L2-M1,P-NYLON,B251027-825,OP-4,intermediate,3.0,ok,72.2,74.7,52.2,5.68,3.49,124.5,14,1743,1.18,14.74,3.48,61.54,27.8,False
2025-10-27T12:17:55.475814,Night,L2,L2-M3,P-NYLON,B251027-722,OP-5,expert,0.0,ok,73.6,74.1,49.4,4.85,3.55,95.7,15,1436,1.29,17.37,4.09,56.42,23.9,False
2025-10-27T12:33:55.475814,Swing,L3,L3-M4,P-PP,B251027-293,OP-1,expert,14.3,ok,74.1,74.6,33.6,5.45,2.54,115.3,9,1038,1.13,8.06,2.63,50.21,23.9,False
2025-10-27T12:36:55.475814,Swing,L4,L4-M4,P-NYLON,B251027-677,OP-1,expert,16.1,ok,75.0,73.7,47.2,5.52,3.68,114.1,12,1369,1.04,15.76,4.35,55.2,21.3,False
2025-10-27T13:07:55.475814,Day,L1,L1-M1,P-PP,B251027-491,OP-5,expert,46.7,overdue,76.0,75.5,51.8,5.63,5.25,127.7,9,1149,2.05,21.44,9.66,52.33,24.0,True
2025-10-27T14:32:55.475814,Swing,L3,L3-M4,P-NYLON,B251027-971,OP-4,intermediate,13.5,ok,73.3,74.1,49.9,5.19,3.69,121.9,10,1219,1.3,14.62,4.66,52.95,23.1,False
2025-10-27T14:59:55.475814,Night,L2,L2-M2,P-PP,B251027-286,OP-2,intermediate,25.7,due_soon,75.6,77.7,61.3,5.04,3.28,116.4,10,1164,3.63,44.51,5.35,53.31,26.1,False
2025-10-27T15:21:55.475814,Swing,L4,L4-M4,P-PEEK,B251027-520,OP-1,expert,0.0,ok,74.1,74.0,38.0,5.26,2.57,127.6,14,1786,1.25,14.3,2.97,61.96,24.6,False
2025-10-27T16:02:55.475814,Swing,L3,L3-M5,P-NYLON,B251027-227,OP-1,expert,14.3,ok,72.8,76.9,32.3,5.47,2.8,112.2,12,1346,1.59,17.64,1.71,55.96,20.9,False
2025-10-27T16:08:55.475814,Day,L3,L3-M2,P-NYLON,B251027-273,OP-2,intermediate,17.7,ok,74.7,75.5,49.2,5.81,3.23,128.1,9,1153,1.58,11.6,4.52,52.37,26.9,False
2025-10-27T16:44:55.475814,Day,L1,L1-M1,P-PP,B251027-314,OP-2,intermediate,8.0,ok,72.5,71.8,42.9,5.13,3.39,110.2,10,1101,0.75,7.73,4.01,50.25,29.0,False
2025-10-27T17:01:55.475814,Day,L2,L2-M5,P-PEEK,B251027-611,OP-5,expert,10.6,ok,75.0,76.8,52.0,4.64,2.39,114.3,15,1714,1.34,15.53,3.81,61.79,21.8,False
2025-10-27T18:37:55.475814,Day,L3,L3-M6,P-PEEK,B251027-916,OP-3,novice,33.5,overdue,73.3,75.8,55.2,5.48,4.13,111.3,8,890,3.23,18.99,8.94,48.29,21.4,False
2025-10-27T18:49:55.475814,Day,L4,L4-M4,P-ABS,B251027-761,OP-3,novice,33.0,overdue,75.5,75.9,42.6,5.14,4.69,118.2,14,1655,2.85,38.13,9.59,60.55,19.1,False
2025-10-27T20:26:55.475814,Day,L3,L3-M6,P-PP,B251027-317,OP-4,intermediate,9.2,ok,72.9,72.8,41.3,5.52,3.48,125.8,15,1886,1.03,18.65,3.11,63.17,24.2,False
2025-10-27T20:45:55.475814,Swing,L1,L1-M6,P-PP,B251027-601,OP-5,expert,25.8,due_soon,72.1,72.6,55.1,5.29,3.41,135.2,15,2028,1.29,25.51,7.09,65.38,26.7,False
2025-10-27T21:00:55.475814,Day,L4,L4-M5,P-PEEK,B251027-549,OP-1,expert,0.0,ok,74.0,73.1,33.2,5.55,4.22,122.1,15,1831,0.88,14.37,3.11,62.39,24.2,False
2025-10-27T22:20:55.475814,Night,L4,L4-M5,P-PEEK,B251027-521,OP-1,expert,27.1,due_soon,74.3,74.8,67.5,6.01,3.68,102.6,9,922,2.43,17.13,7.49,48.43,20.9,False
2025-10-27T22:40:55.475814,Day,L2,L2-M6,P-PEEK,B251027-889,OP-4,intermediate,26.9,due_soon,75.1,73.1,44.3,5.5,3.93,103.7,11,1141,1.42,19.37,3.63,51.35,25.6,False
2025-10-27T22:40:55.475814,Night,L4,L4-M4,P-PP,B251027-249,OP-4,intermediate,22.5,ok,72.5,77.2,41.1,5.27,2.87,97.2,9,875,2.71,18.81,3.43,48.53,21.3,False
2025-10-27T23:11:55.475814,Night,L2,L2-M3,P-PP,B251027-796,OP-3,novice,24.3,due_soon,72.4,73.7,58.4,5.62,2.91,96.4,11,1060,2.9,26.19,5.48,50.26,23.5,False
2025-10-27T23:22:55.475814,Day,L4,L4-M4,P-NYLON,B251027-849,OP-5,expert,30.6,overdue,72.3,75.3,54.4,5.61,4.92,105.5,10,1054,1.68,11.51,9.58,50.73,26.2,False
2025-10-27T23:26:55.475814,Day,L3,L3-M6,P-ABS,B251027-576,OP-5,expert,16.9,ok,75.9,78.2,56.1,5.57,3.56,113.8,12,1365,2.15,21.82,3.64,56.71,27.4,False
2025-10-27T23:54:55.475814,Swing,L2,L2-M4,P-ABS,B251027-672,OP-4,intermediate,0.5,ok,75.0,74.1,40.0,5.33,3.15,119.6,14,1674,1.5,17.01,2.32,60.24,18.0,False
2025-10-28T01:37:55.475814,Day,L3,L3-M2,P-NYLON,B251028-778,OP-2,intermediate,0.0,ok,73.7,72.9,54.5,5.68,3.67,127.3,12,1528,0.79,14.0,1.9,57.46,26.8,False
2025-10-28T02:49:55.475814,Swing,L4,L4-M1,P-ABS,B251028-343,OP-2,intermediate,12.5,ok,72.3,73.1,34.3,5.19,3.78,122.0,15,1830,1.13,23.69,4.69,62.37,25.6,False
2025-10-28T03:12:55.475814,Night,L4,L4-M3,P-ABS,B251028-861,OP-1,expert,17.7,ok,75.3,76.9,57.7,5.53,2.98,125.4,9,1128,2.24,16.01,4.0,52.48,29.4,False
2025-10-28T03:37:55.475814,Swing,L3,L3-M1,P-ABS,B251028-579,OP-5,expert,10.1,ok,72.1,69.7,52.6,5.48,2.26,121.9,12,1463,1.09,16.08,4.74,55.29,22.6,False
2025-10-28T04:58:55.475814,Swing,L2,L2-M5,P-ABS,B251028-310,OP-2,intermediate,28.7,due_soon,74.2,73.9,40.9,5.22,4.15,87.8,14,1229,2.28,21.83,5.59,53.03,28.2,False
2025-10-28T05:12:55.475814,Day,L3,L3-M5,P-PP,B251028-618,OP-4,intermediate,3.1,ok,73.5,73.4,44.2,5.69,3.57,121.7,10,1217,0.8,7.58,2.59,52.67,27.6,False
2025-10-28T05:23:55.475814,Swing,L4,L4-M5,P-PP,B251028-494,OP-4,intermediate,13.5,ok,73.4,79.7,56.4,5.78,2.96,125.3,15,1879,3.24,57.48,3.11,65.46,25.7,False
2025-10-28T05:38:55.475814,Swing,L2,L2-M6,P-PEEK,B251028-246,OP-5,expert,9.1,ok,73.1,73.0,66.9,4.93,3.87,105.6,11,1161,1.37,13.26,3.66,51.65,23.4,False
2025-10-28T06:34:55.475814,Day,L3,L3-M3,P-PEEK,B251028-226,OP-5,expert,18.3,ok,73.3,72.6,49.1,4.78,3.33,140.3,11,1543,0.27,2.97,3.65,57.59,24.3,False
2025-10-28T06:43:55.475814,Swing,L4,L4-M4,P-ABS,B251028-819,OP-1,expert,27.2,due_soon,75.5,75.8,56.0,5.66,3.65,119.0,8,952,1.18,8.83,7.78,49.28,21.8,False
2025-10-28T06:49:55.475814,Night,L3,L3-M2,P-ABS,B251028-342,OP-4,intermediate,9.8,ok,75.7,77.0,54.1,5.44,3.48,137.3,8,1098,2.48,18.07,6.79,52.02,24.1,False
2025-10-28T07:17:55.475814,Swing,L2,L2-M2,P-PEEK,B251028-872,OP-1,expert,0.0,ok,75.4,76.9,51.9,5.74,4.67,116.5,10,1165,1.87,23.49,4.76,53.04,18.7,False
2025-10-28T07:22:55.475814,Swing,L4,L4-M4,P-PEEK,B251028-770,OP-3,novice,25.1,due_soon,72.4,71.5,57.0,5.2,4.58,138.9,9,1249,3.34,42.13,5.65,52.52,23.3,False
2025-10-28T07:25:55.475814,Night,L1,L1-M4,P-PP,B251028-442,OP-1,expert,13.7,ok,74.4,75.9,49.3,5.41,4.26,133.4,10,1334,2.11,19.75,5.59,55.4,25.8,False
2025-10-28T08:02:55.475814,Swing,L4,L4-M2,P-ABS,B251028-580,OP-2,intermediate,6.7,ok,75.7,75.6,53.3,5.34,4.96,103.3,14,1445,1.99,27.77,5.58,57.08,24.5,False
2025-10-28T08:16:55.475814,Day,L3,L3-M2,P-ABS,B251028-642,OP-2,intermediate,30.2,overdue,75.9,74.7,47.2,5.38,4.16,116.0,10,1160,1.69,20.76,9.82,52.21,25.7,False
2025-10-28T08:41:55.475814,Night,L2,L2-M6,P-PP,B251028-957,OP-5,expert,27.3,due_soon,72.7,72.7,51.6,4.9,4.15,125.9,12,1511,1.73,24.54,6.41,57.12,23.5,False
2025-10-28T08:50:55.475814,Day,L1,L1-M5,P-PP,B251028-360,OP-5,expert,13.4,ok,73.7,73.4,51.3,5.12,2.73,128.5,9,1156,0.84,6.97,2.63,51.69,23.9,False
2025-10-28T10:14:55.475814,Day,L3,L3-M4,P-NYLON,B251028-193,OP-1,expert,0.0,ok,74.7,77.0,54.3,5.53,3.79,113.9,15,1708,1.15,17.64,4.13,61.78,21.8,False
2025-10-28T10:33:55.475814,Day,L1,L1-M2,P-NYLON,B251028-231,OP-3,novice,39.0,overdue,75.3,75.4,49.3,5.57,4.81,114.9,10,1149,2.91,23.32,9.52,52.29,24.6,False
2025-10-28T10:36:55.475814,Night,L4,L4-M4,P-PP,B251028-508,OP-4,intermediate,11.4,ok,72.2,71.6,52.7,5.6,3.67,120.9,11,1329,2.13,24.54,5.51,53.85,23.1,False
2025-10-28T11:33:55.475814,Night,L1,L1-M6,P-PEEK,B251028-169,OP-3,novice,0.6,ok,75.9,80.8,50.5,5.77,2.41,80.0,13,1040,4.55,44.32,6.14,52.43,21.5,True
2025-10-28T11:34:55.475814,Day,L1,L1-M3,P-PEEK,B251028-891,OP-3,novice,23.3,due_soon,73.9,72.7,44.3,5.7,3.2,118.0,8,943,2.19,15.55,6.43,48.06,23.0,False
2025-10-28T12:18:55.475814,Swing,L3,L3-M3,P-ABS,B251028-281,OP-1,expert,5.6,ok,73.3,71.6,53.2,5.43,2.93,119.7,8,957,1.03,11.05,4.28,47.89,24.1,False
2025-10-28T13:00:55.475814,Day,L2,L2-M2,P-ABS,B251028-315,OP-5,expert,26.0,due_soon,74.2,74.2,52.7,5.11,3.77,100.7,15,1511,0.54,8.13,4.3,57.64,26.4,False
2025-10-28T13:37:55.475814,Night,L4,L4-M6,P-NYLON,B251028-634,OP-5,expert,31.1,overdue,72.1,72.1,64.5,5.04,4.85,110.3,15,1654,2.62,41.07,9.65,59.19,21.3,False
